Company Name,Industry,Round/Series,Location,About Company,Cleaned_amount($),Year,Company/Brand,HeadQuarter,Sector,Investor,Amount($),Stage,Company_Name,column10
SlicePay,"FinTech, Internet, Payments, Service Industry",Series A,"Bengaluru, Karnataka, India",SlicePay is an AI based instant credit app for youngsters in India.,,2018,,,,,,,,
Udaan,"B2B, Business Development, Internet, Marketplace",Series C,"Bangalore, Karnataka, India","Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",,2018,,,,,,,,
Happyeasygo Group,"Tourism, Travel",Series A,"Haryana, Haryana, India",HappyEasyGo is an online travel domain.,,2018,,,,,,,,
Mombay,"Food and Beverage, Food Delivery, Internet",Seed,"Mumbai, Maharashtra, India",Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,,2018,,,,,,,,
Droni Tech,Information Technology,Seed,"Mumbai, Maharashtra, India",Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,,2018,,,,,,,,
Netmeds,"Biotechnology, Health Care, Pharmaceutical",Series C,"Chennai, Tamil Nadu, India",Welcome to India's most convenient pharmacy!,,2018,,,,,,,,
,,,,,,2019,Bombay Shaving,0,Ecommerce,Sixth Sense Ventures,6300000.0,0,,
,,,,,,2019,Ruangguru,Mumbai,Edtech,General Atlantic,150000000.0,Series C,,
,,,,,,2019,Eduisfun,Mumbai,Edtech,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,Fresh funding,,
,,,,,,2019,HomeLane,Chennai,Interior design,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D,,
,,,,,,2019,Nu Genes,Telangana,AgriTech,Innovation in Food and Agriculture (IFA),6000000.0,0,,
,,,,,,2019,FlytBase,Pune,Technology,Undisclosed,0.0,0,,
,,,,,,2019,Finly,Bangalore,SaaS,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",0.0,0,,
,,,,,,2019,Kratikal,Noida,Technology,"Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Pre series A,,
,,,,,,2019,Quantiphi,0,AI & Tech,Multiples Alternate Asset Management,20000000.0,Series A,,
,,,,,,2019,Lenskart,Delhi,E-commerce,SoftBank,275000000.0,Series G,,
,,,,,,2019,Cub McPaws,Mumbai,E-commerce & AR,Venture Catalysts,0.0,0,,
,,,,,,2019,Appnomic,Bangalore,SaaS,Avataar Ventures,22000000.0,0,,
,,,,,,2019,Kaleidofin,Chennai,Fintech,Oikocredit,5000000.0,Series A,,
,,,,,,2019,JobSquare,Ahmedabad,HR tech,Titan Capital,140500.0,0,,
,,,,,,2019,Open Secret,0,Food tech,Matrix Partners,0.0,0,,
,,,,,,2019,LivFin,Delhi,Fintech,German development finance institution DEG,5000000.0,0,,
,,,,,,2019,Byju's,0,Edtech,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0,0,,
,,,,,,2019,Zest Money,Bangalore,Fintech,Goldman Sachs.,15000000.0,Series B,,
,,,,,,2019,Witblox,0,Edtech,Mumbai Angels Network,182700.0,0,,
,,,,,,2019,Azah Personal Care Pvt. Ltd.,Gurugram,Health,"Kunal Bahl, Rohit Bansal.",0.0,Pre series A,,
,,,,,,2019,SalaryFits,0,Fintech,Brazilian VC Fund Confrapar,5000000.0,0,,
,,,,,,2019,Pristyn Care,0,Healthcare,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0,Series B,,
,,,,,,2019,Springboard,0,Edtech,Reach Capital,11000000.0,Post series A,,
,,,,,,2019,DROR Labs Pvt. Ltd,Delhi,Safety tech,Inflection Point Ventures,0.0,0,,
,,,,,,2019,Medlife,Bangalore,Pharmaceutical,Wilson Global Opportunities Fund,15500000.0,0,,
,,,,,,2019,Seekify,Delhi,SaaS,Sequoia Capita,1500000.0,Seed funding,,
,,,,,,2019,Toffee Insurance,Haryana,Insurance technology,IVM Intersurer,5500000.0,Series A,,
,,,,,,2019,Fireflies .ai,0,AI,Canaan Partners,5000000.0,0,,
,,,,,,2019,HungerBox,Bangalore,Foodtech,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C,,
,,,,,,2019,Bijak,0,AgriTech,"Omnivore and Omidyar Network India, Sequoia Capital",2500000.0,Seed fund,,
,,,,,,2019,Licious,Bangalore,Food,Vertex Growth Fund,30000000.0,Series E,,
,,,,,,2019,truMe,0,IoT,Rajan Kaistha,140000.0,0,,
,,,,,,2019,Pumpkart,Chandigarh,E-marketplace,Dinesh Dua,0.0,0,,
,,,,,,2019,Asteria Aerospace,Bangalore,Robotics & AI,Reliance Industries,230000000.0,0,,
,,,,,,2019,Rivigo,0,Logistics,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0,Series F,,
,,,,,,2019,HappyEasyGo,Gurugram,Travel,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B+,,
,,,,,,2019,Zetwerk,Bangalore,Manufacturing,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B,,
,,,,,,2019,Observe.AI,Bangalore,AI,Scale Venture Partners,26000000.0,Series A,,
,,,,,,2019,Freshokartz,Jaipur,E-marketplace,ThinkLab,150000.0,Pre series A,,
,,,,,,2019,Lil’ Goodness and sCool meal,Bangalore,Food & Nutrition,"Sajan Pillai, Muthu Krishnan,",400000.0,0,,
,,,,,,2019,Trell,Bangalore,Social Media,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Pre series A,,
,,,,,,2019,VMate,0,0,Alibaba,100000000.0,0,,
,,,,,,2019,Bombay Shirt Company,Mumbai,E-commerce,Lightbox Ventures,8000000.0,0,,
,,,,,,2019,Slintel,0,SaaS,Stellaris Ventures,1500000.0,0,,
,,,,,,2019,MyGameMate,Bangalore,E-Sports,"Jindagi Live Angels,",100000.0,0,,
,,,,,,2019,Afinoz,Noida,Fintech,Fintech innovation lab,0.0,0,,
,,,,,,2019,Rein Games,Noida,Technology,"Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,Pre series A,,
,,,,,,2019,Ecozen,Pune,AgriTech,Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,Series A,,
,,,,,,2019,Box8,Mumbai,Foodtech,Trifecta Capital,120000000.0,0,,
,,,,,,2019,Awign Enterprises,Bangalore,0,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,Series A,,
,,,,,,2019,Purplle,Mumbai,Cosmetics,Goldman Sachs,30000000.0,Series C,,
,,,,,,2019,Freightwalla,Mumbai,B2B,"Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A,,
,,,,,,2019,TapChief,Bangalore,0,Blume Ventures.,1500000.0,Pre series A,,
,,,,,,2019,eJOHRI,Mumbai,Jewellery,Rajesh Ranavat,1000000.0,Pre series A,,
,,,,,,2019,Ninjacart,0,B2B Supply Chain,"Walmart, Flipkart",0.0,0,,
,,,,,,2019,Binca Games,Mumbai,Games,Sunil Gavaskar,0.0,0,,
,,,,,,2019,KredX,Bangalore,0,Tiger Global Management,26000000.0,Series B,,
,,,,,,2019,m.Paani,Mumbai,0,"AC Ventures, Henkel",5500000.0,Series A,,
,,,,,,2019,Origo,Gurugram,AgriTech,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,0,,
,,,,,,2019,WishADish,Delhi,Food & tech,Undisclosed,6000000.0,0,,
,,,,,,2019,Ecom Express,Gurugram,Logistics,CDC Group,36000000.0,0,,
,,,,,,2019,Stanza Living,Delhi,Accomodation,Alteria Capital,5700000.0,0,,
,,,,,,2019,PiBeam,Chennai,Automotive tech,GAIL (India) Ltd,50000000.0,0,,
,,,,,,2019,Euler Motors,Delhi,Automotive tech,"Blume Ventures, Emergent Ventures",2000000.0,0,,
,,,,,,2019,Moms Co,New Delhi,E-commerce,"Saama Capital, DSG Consumer Partners",5000000.0,Series B,,
,,,,,,2019,Cubical Labs,0,IoT,Rockstud Capital,0.0,Series B,,
,,,,,,2019,Lawyered,Delhi,Legal tech,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,0,,
,,,,,,2019,Cuemath,Bangalore,Edtech,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,0,,
,,,,,,2019,Licious,Bangalore,Food,Vertex Ventures,25000000.0,Series D,,
,,,,,,2019,Nivesh.com,Noida,Mutual Funds,Windrose Capital,600000.0,0,,
,,,,,,2019,Zebu,0,Cybersecurity,Undisclosed,4000000.0,Seed round,,
,,,,,,2019,Smart Institute,Surat,Edtech,HNI investors,1500000.0,0,,
,,,,,,2019,CarDekho,Jaipur,Automobile,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D,,
,,,,,,2019,Shadowfax,Bangalore,Logistics,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D,,
,,,,,,2019,Credr,Mumbai,Automobile,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,0,,
,,,,,,2019,Sportido,Noida,Sports,"Inflection Point Ventures, SucSEED Venture Partners.",0.0,Series B,,
,,,,,,2019,Phable,0,Healthtech,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0,0,,
,,,,,,2019,Sarva,Chennai,Yoga & wellness,"Venture fund, Fireside Ventures.",2800000.0,0,,
,,,,,,2019,IndyFint,Bangalore,Virtual Banking,Saravanan Adiseshan,2100000.0,Series A,,
,,,,,,2019,Zolostays,0,Accomodation,Trifecta Capital,7000000.0,0,,
,,,,,,2019,Ola,Bangalore,Transportation,"Kia Motors, Hyundai",311000000.0,0,,
,,,,,,2019,Zoomcar,Bangalore,Transport & Rentals,Zoomcar Inc,4800000.0,0,,
,,,,,,2019,Kratikal,Uttar pradesh,Technology,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,Pre-series A,,
,,,,,,2019,Froogal,Hyderabad,Marketing & Customer loyalty,US-based angel investors,1000000.0,Pre series A,,
,,,,,,2019,Infra.Market,Mumbai,Infratech,"Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0,Series A,,
,,,,,,2019,Oyo,Gurugram,Hospitality,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000.0,0,,
,,,,,,2019,GoMechanic,Delhi,Automobile & Technology,Sequoia Capital,5000000.0,Series B,,
,,,,,,2019,Spinny,Delhi,Automobile,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0,0,,
,,,,,,2019,Ess Kay Fincorp,Rajasthan,Banking,"TPG, Norwest Venture Partners, Evolvence India",33000000.0,0,,
,,,,,,2020,,Chennai,AgriTech,Angel investors,200000.0,0,Aqgromalin,0
,,,,,,2020,,Bangalore,EdTech,GSF Accelerator,100000.0,Seed,Krayonnz,0
,,,,,,2020,,Pune,Hygiene management,Venture Center,0.0,Seed,PadCare Labs,0
,,,,,,2020,,New Delhi,Escrow,"Venture Catalysts, PointOne Capital",400000.0,0,NCOME,0
,,,,,,2020,,Indore,AgriTech,"Siana Capital Management, Info Edge",340000.0,0,Gramophone,0
,,,,,,2020,,Bangalore,AgriTech,"Venture Catalysts, 9Unicorns Accelerator Fund",600000.0,Seed,qZense,0
,,,,,,2020,,Hyderabad,EdTech,ICICI Bank.,600000.0,Series A,MyClassboard,0
,,,,,,2020,,Gurgaon,Networking platform,HostelFund,0.0,Pre-series,Metvy,0
,,,,,,2020,,Bangalore,FinTech,"KB Investment, Bertelsmann India Investments",45000000.0,Series C,Rupeek,0
,,,,,,2020,,Pune,Crowdsourcing,"Shantanu Deshpande, Subramaniam Ramadorai",1000000.0,Series A,Gig India,0
,,,,,,2020,,Gurgaon,Food & Bevarages,Fireside Ventures,2000000.0,Series A,Slurrp Farm,0
,,,,,,2020,,Bangalore,HealthTech,"Axilor Ventures, S.D. Shibulal",0.0,Series A,Medfin,0
,,,,,,2020,,New Delhi,Fashion startup,Acumen Fund's angel programme,0.0,0,MasterG,0
,,,,,,2020,,New Delhi,Food & Bevarages,"Sequoia Capital India, Sixth Sense Ventures",1200000.0,0,Brila 91,0
,,,,,,2020,,Belgaum,Food Industry,Rebel Foods,600000.0,0,FoodyBuddy,0
,,,,,,2020,,Gurgaon,Food Delivery,"Kora, Tiger Global Management",660000000.0,0,Zomato,0
,,,,,,2020,,Bangalore,Virtual auditing startup,"100X VC, Amara Ventures",120000.0,0,OurEye.ai,0
,,,,,,2020,,New Delhi,E-commerce,"Bertelsmann India Investments, InnoVen Capital",7500000.0,Series C,Shiprocket,0
,,,,,,2020,,Noida,FinTech,"Mastercard, Temasek Holdings",0.0,0,Pine Labs,0
,,,,,,2020,,New Delhi,FinTech,"BlackSoil, Caspian",1000000.0,0,Moneyboxx Finance,0
,,,,,,2020,,Bangalore,Gaming,"Jindal Steels, Jeet Banerjee",0.0,Series A,EWar,0
